,B02,B03,B08,B11,Clase
1066,1636.0,1858.0,3024.0,4411.0,suel_desn
1067,1660.0,1889.0,3006.0,4397.0,suel_desn
1068,1670.0,1880.0,2905.0,4390.0,suel_desn
1069,1696.0,1902.0,2918.0,4395.0,suel_desn
1070,1658.0,1858.0,2938.0,4418.0,suel_desn
1071,1650.0,1856.0,2923.0,4446.0,suel_desn
1072,1700.0,1898.0,3156.0,4419.0,suel_desn
1073,1718.0,1926.0,3084.0,4408.0,suel_desn
1074,1698.0,1914.0,3010.0,4393.0,suel_desn
1075,1672.0,1885.0,2919.0,4391.0,suel_desn
1076,1658.0,1858.0,2934.0,4403.0,suel_desn
1077,1664.0,1854.0,2972.0,4427.0,suel_desn
1078,1654.0,1911.0,2986.0,4454.0,suel_desn
1079,1719.0,1940.0,3049.0,4474.0,suel_desn
1080,1745.0,1926.0,3019.0,4472.0,suel_desn
1081,1696.0,1910.0,3167.0,4402.0,suel_desn
1082,1730.0,1922.0,3098.0,4414.0,suel_desn
1083,1706.0,1938.0,3105.0,4416.0,suel_desn
1084,1722.0,1922.0,3010.0,4416.0,suel_desn
1085,1680.0,1891.0,2951.0,4420.0,suel_desn
1086,1672.0,1890.0,3081.0,4426.0,suel_desn
1087,1705.0,1922.0,3164.0,4434.0,suel_desn
1088,1690.0,1918.0,3071.0,4442.0,suel_desn
1089,1708.0,1922.0,3072.0,4449.0,suel_desn
1090,1718.0,1936.0,3067.0,4445.0,suel_desn
1091,1724.0,1932.0,3009.0,4422.0,suel_desn
1092,1688.0,1880.0,2932.0,4399.0,suel_desn
1093,1698.0,1900.0,3178.0,4373.0,suel_desn
1094,1736.0,1938.0,3138.0,4391.0,suel_desn
1095,1710.0,1930.0,3013.0,4405.0,suel_desn
1096,1706.0,1896.0,3025.0,4429.0,suel_desn
1097,1706.0,1907.0,2980.0,4450.0,suel_desn
1098,1718.0,1920.0,3010.0,4455.0,suel_desn
1099,1708.0,1908.0,3088.0,4449.0,suel_desn
1100,1703.0,1933.0,3171.0,4441.0,suel_desn
1101,1722.0,1927.0,3089.0,4432.0,suel_desn
1102,1683.0,1886.0,3124.0,4423.0,suel_desn
1103,1664.0,1884.0,3081.0,4413.0,suel_desn
1104,1690.0,1884.0,2988.0,4403.0,suel_desn
1105,1701.0,1889.0,2992.0,4395.0,suel_desn
1106,1650.0,1902.0,3171.0,4376.0,suel_desn
1107,1712.0,1896.0,3060.0,4382.0,suel_desn
1108,1682.0,1886.0,2993.0,4394.0,suel_desn
1109,1708.0,1862.0,2991.0,4434.0,suel_desn
1110,1748.0,1914.0,3018.0,4469.0,suel_desn
1111,1719.0,1916.0,3075.0,4469.0,suel_desn
1112,1704.0,1910.0,3092.0,4453.0,suel_desn
1113,1720.0,1933.0,3115.0,4447.0,suel_desn
1114,1733.0,1902.0,3043.0,4442.0,suel_desn
1115,1668.0,1889.0,3113.0,4426.0,suel_desn
1116,1678.0,1882.0,3071.0,4407.0,suel_desn
1117,1672.0,1893.0,3022.0,4397.0,suel_desn
1118,1708.0,1897.0,3011.0,4399.0,suel_desn
1119,1684.0,1864.0,2935.0,4415.0,suel_desn
1120,1700.0,1890.0,3136.0,4379.0,suel_desn
1121,1700.0,1911.0,3074.0,4385.0,suel_desn
1122,1700.0,1902.0,3093.0,4376.0,suel_desn
1123,1703.0,1902.0,3085.0,4380.0,suel_desn
1124,1722.0,1914.0,3050.0,4421.0,suel_desn
1125,1712.0,1930.0,3044.0,4459.0,suel_desn
1126,1695.0,1922.0,3050.0,4454.0,suel_desn
1127,1724.0,1917.0,3115.0,4437.0,suel_desn
1128,1718.0,1902.0,3122.0,4442.0,suel_desn
1129,1696.0,1866.0,3058.0,4450.0,suel_desn
1130,1742.0,1935.0,3046.0,4437.0,suel_desn
1131,1736.0,1910.0,3044.0,4417.0,suel_desn
1132,1668.0,1910.0,3008.0,4409.0,suel_desn
1133,1678.0,1864.0,2914.0,4421.0,suel_desn
1134,1687.0,1843.0,2922.0,4453.0,suel_desn
1135,1672.0,1878.0,3097.0,4406.0,suel_desn
1136,1644.0,1888.0,3114.0,4392.0,suel_desn
1137,1670.0,1894.0,3136.0,4369.0,suel_desn
1138,1672.0,1874.0,3088.0,4362.0,suel_desn
1139,1696.0,1885.0,3120.0,4388.0,suel_desn
1140,1741.0,1927.0,3048.0,4416.0,suel_desn
1141,1706.0,1929.0,3008.0,4415.0,suel_desn
1142,1692.0,1889.0,3005.0,4409.0,suel_desn
1143,1717.0,1894.0,3010.0,4421.0,suel_desn
1144,1716.0,1878.0,3036.0,4435.0,suel_desn
1145,1714.0,1925.0,2991.0,4433.0,suel_desn
1146,1703.0,1907.0,2960.0,4428.0,suel_desn
1147,1684.0,1881.0,2929.0,4440.0,suel_desn
1148,1681.0,1852.0,2919.0,4465.0,suel_desn
1149,1724.0,1897.0,2978.0,4495.0,suel_desn
1150,1750.0,1950.0,2991.0,4521.0,suel_desn
1151,1664.0,1886.0,3156.0,4401.0,suel_desn
1152,1654.0,1879.0,3110.0,4374.0,suel_desn
1153,1658.0,1866.0,3122.0,4350.0,suel_desn
1154,1670.0,1894.0,3048.0,4341.0,suel_desn
1155,1730.0,1898.0,3045.0,4353.0,suel_desn
1156,1708.0,1908.0,3014.0,4371.0,suel_desn
1157,1680.0,1885.0,3030.0,4378.0,suel_desn
1158,1652.0,1872.0,3041.0,4382.0,suel_desn
1159,1748.0,1917.0,3076.0,4395.0,suel_desn
1160,1733.0,1926.0,3019.0,4410.0,suel_desn
1161,1705.0,1898.0,2921.0,4422.0,suel_desn
1162,1688.0,1886.0,2930.0,4440.0,suel_desn
1163,1718.0,1896.0,2954.0,4473.0,suel_desn
1164,1728.0,1907.0,2984.0,4506.0,suel_desn
1165,1750.0,1940.0,3029.0,4526.0,suel_desn
1166,1767.0,1978.0,3075.0,4537.0,suel_desn
1167,1688.0,1938.0,3145.0,4347.0,suel_desn
1168,1696.0,1920.0,3073.0,4318.0,suel_desn
1169,1678.0,1898.0,3123.0,4312.0,suel_desn
1170,1684.0,1908.0,3109.0,4322.0,suel_desn
1171,1673.0,1879.0,3101.0,4339.0,suel_desn
1172,1673.0,1874.0,3021.0,4355.0,suel_desn
1173,1697.0,1876.0,3025.0,4364.0,suel_desn
1174,1669.0,1874.0,3100.0,4371.0,suel_desn
1175,1692.0,1910.0,3035.0,4379.0,suel_desn
1176,1654.0,1870.0,2970.0,4394.0,suel_desn
1177,1714.0,1866.0,2958.0,4418.0,suel_desn
1178,1728.0,1907.0,2965.0,4451.0,suel_desn
1179,1777.0,1946.0,3019.0,4488.0,suel_desn
1180,1766.0,1968.0,3067.0,4518.0,suel_desn
1181,1760.0,1966.0,3102.0,4529.0,suel_desn
1182,1766.0,1936.0,3120.0,4535.0,suel_desn
1183,1660.0,1929.0,3104.0,4284.0,suel_desn
1184,1684.0,1911.0,3082.0,4256.0,suel_desn
1185,1660.0,1914.0,3176.0,4280.0,suel_desn
1186,1646.0,1864.0,3193.0,4321.0,suel_desn
1187,1655.0,1852.0,3124.0,4346.0,suel_desn
1188,1652.0,1848.0,3061.0,4358.0,suel_desn
1189,1688.0,1907.0,3008.0,4368.0,suel_desn
1190,1666.0,1848.0,3050.0,4376.0,suel_desn
1191,1666.0,1855.0,3049.0,4381.0,suel_desn
1192,1652.0,1855.0,3022.0,4391.0,suel_desn
1193,1660.0,1862.0,3065.0,4415.0,suel_desn
1194,1715.0,1926.0,3041.0,4445.0,suel_desn
1195,1762.0,1965.0,3046.0,4472.0,suel_desn
1196,1773.0,1968.0,3086.0,4493.0,suel_desn
1197,1720.0,1947.0,3114.0,4507.0,suel_desn
1198,1736.0,1916.0,3070.0,4522.0,suel_desn
1199,1637.0,1864.0,3083.0,4259.0,suel_desn
1200,1583.0,1806.0,3023.0,4227.0,suel_desn
1201,1665.0,1872.0,3100.0,4279.0,suel_desn
1202,1712.0,1883.0,3078.0,4348.0,suel_desn
1203,1690.0,1902.0,3042.0,4367.0,suel_desn
1204,1658.0,1849.0,3027.0,4363.0,suel_desn
1205,1680.0,1885.0,3017.0,4376.0,suel_desn
1206,1661.0,1852.0,3039.0,4394.0,suel_desn
1207,1669.0,1858.0,3040.0,4400.0,suel_desn
1208,1679.0,1891.0,3070.0,4400.0,suel_desn
1209,1657.0,1874.0,3103.0,4405.0,suel_desn
1210,1698.0,1884.0,3069.0,4414.0,suel_desn
1211,1750.0,1914.0,3079.0,4422.0,suel_desn
1212,1771.0,1946.0,3100.0,4438.0,suel_desn
1213,1737.0,1954.0,3127.0,4468.0,suel_desn
1214,1711.0,1926.0,3076.0,4505.0,suel_desn
1215,1646.0,1844.0,3092.0,4273.0,suel_desn
1216,1540.0,1738.0,2953.0,4235.0,suel_desn
1217,1645.0,1816.0,3007.0,4301.0,suel_desn
1218,1675.0,1898.0,3021.0,4382.0,suel_desn
1219,1693.0,1908.0,3020.0,4388.0,suel_desn
1220,1667.0,1886.0,3026.0,4367.0,suel_desn
1221,1690.0,1911.0,3018.0,4381.0,suel_desn
1222,1722.0,1928.0,3025.0,4409.0,suel_desn
1223,1709.0,1908.0,3080.0,4417.0,suel_desn
1224,1701.0,1914.0,3085.0,4410.0,suel_desn
1225,1702.0,1906.0,3050.0,4397.0,suel_desn
1226,1688.0,1874.0,3046.0,4384.0,suel_desn
1227,1688.0,1882.0,3073.0,4376.0,suel_desn
1228,1701.0,1913.0,3064.0,4388.0,suel_desn
1229,1704.0,1911.0,3115.0,4433.0,suel_desn
1230,1630.0,1858.0,3160.0,4276.0,suel_desn
1231,1630.0,1833.0,3077.0,4332.0,suel_desn
1232,1675.0,1882.0,3004.0,4400.0,suel_desn
1233,1667.0,1898.0,2998.0,4399.0,suel_desn
1234,1658.0,1866.0,3120.0,4374.0,suel_desn
1235,1672.0,1918.0,3183.0,4383.0,suel_desn
1236,1741.0,1950.0,3086.0,4406.0,suel_desn
1237,1711.0,1894.0,3020.0,4415.0,suel_desn
1238,1718.0,1904.0,3039.0,4411.0,suel_desn
1239,1710.0,1916.0,3006.0,4400.0,suel_desn
1240,1686.0,1893.0,3024.0,4385.0,suel_desn
1241,1642.0,1855.0,3046.0,4370.0,suel_desn
1242,1628.0,1836.0,2991.0,4376.0,suel_desn
1243,1642.0,1854.0,2969.0,4420.0,suel_desn
1244,1640.0,1835.0,3175.0,4333.0,suel_desn
1245,1674.0,1908.0,3100.0,4363.0,suel_desn
1246,1728.0,1912.0,2999.0,4408.0,suel_desn
1247,1722.0,1916.0,3014.0,4412.0,suel_desn
1248,1692.0,1869.0,3147.0,4396.0,suel_desn
1249,1669.0,1902.0,3226.0,4392.0,suel_desn
1250,1691.0,1914.0,3086.0,4397.0,suel_desn
1251,1687.0,1886.0,3026.0,4403.0,suel_desn
1252,1701.0,1910.0,3032.0,4409.0,suel_desn
1253,1720.0,1922.0,2982.0,4415.0,suel_desn
1254,1691.0,1876.0,3002.0,4414.0,suel_desn
1255,1647.0,1840.0,3000.0,4404.0,suel_desn
1256,1659.0,1830.0,2960.0,4403.0,suel_desn
1257,1629.0,1845.0,3174.0,4393.0,suel_desn
1258,1681.0,1884.0,3188.0,4417.0,suel_desn
1259,1792.0,1978.0,3115.0,4438.0,suel_desn
1260,1674.0,1920.0,3136.0,4440.0,suel_desn
1261,1628.0,1852.0,3168.0,4418.0,suel_desn
1262,1704.0,1894.0,3107.0,4395.0,suel_desn
1263,1696.0,1903.0,3083.0,4395.0,suel_desn
1264,1677.0,1894.0,3022.0,4414.0,suel_desn
1265,1696.0,1880.0,2982.0,4441.0,suel_desn
1266,1686.0,1880.0,2959.0,4460.0,suel_desn
1267,1686.0,1876.0,2978.0,4462.0,suel_desn
1268,1754.0,1943.0,3084.0,4472.0,suel_desn
1269,1720.0,1942.0,3054.0,4483.0,suel_desn
1270,1679.0,1896.0,3095.0,4448.0,suel_desn
1271,1690.0,1910.0,3157.0,4407.0,suel_desn
1272,1670.0,1882.0,3072.0,4404.0,suel_desn
1273,1660.0,1870.0,2970.0,4432.0,suel_desn
1274,1690.0,1857.0,2946.0,4470.0,suel_desn
1275,1711.0,1902.0,2954.0,4501.0,suel_desn
1276,1653.0,1874.0,3099.0,4432.0,suel_desn
1277,1724.0,1941.0,3046.0,4654.0,suel_desn
1278,1742.0,1939.0,3084.0,4649.0,suel_desn
1279,1706.0,1937.0,3026.0,4639.0,suel_desn
1280,1681.0,1893.0,2988.0,4630.0,suel_desn
1281,1686.0,1904.0,3006.0,4626.0,suel_desn
1282,1702.0,1907.0,3007.0,4639.0,suel_desn
1283,1726.0,1932.0,3037.0,4645.0,suel_desn
1284,1722.0,1935.0,3048.0,4652.0,suel_desn
1285,1710.0,1964.0,3045.0,4656.0,suel_desn
1286,1728.0,1948.0,3104.0,4656.0,suel_desn
1287,1706.0,1941.0,3095.0,4647.0,suel_desn
1288,1724.0,1918.0,3034.0,4624.0,suel_desn
1289,1725.0,1937.0,3060.0,4584.0,suel_desn
1290,1692.0,1924.0,2992.0,4620.0,suel_desn
1291,1715.0,1882.0,2954.0,4627.0,suel_desn
1292,1664.0,1897.0,2980.0,4633.0,suel_desn
1293,1700.0,1902.0,2980.0,4643.0,suel_desn
1294,1720.0,1919.0,3003.0,4656.0,suel_desn
1295,1732.0,1957.0,3084.0,4662.0,suel_desn
1296,1730.0,1983.0,3084.0,4650.0,suel_desn
1297,1749.0,1963.0,3082.0,4621.0,suel_desn
1298,1700.0,1919.0,3072.0,4579.0,suel_desn
1299,1700.0,1928.0,3008.0,4592.0,suel_desn
1300,1717.0,1906.0,2992.0,4606.0,suel_desn
1301,1722.0,1892.0,2963.0,4608.0,suel_desn
1302,1701.0,1896.0,2950.0,4611.0,suel_desn
1303,1710.0,1910.0,3014.0,4626.0,suel_desn
1304,1713.0,1930.0,3030.0,4639.0,suel_desn
1305,1704.0,1954.0,3049.0,4634.0,suel_desn
1306,1704.0,1963.0,3090.0,4613.0,suel_desn
1307,1701.0,1914.0,3067.0,4579.0,suel_desn
1308,1670.0,1870.0,3004.0,4546.0,suel_desn
1309,1692.0,1874.0,2964.0,4531.0,suel_desn
1310,1702.0,1893.0,2997.0,4559.0,suel_desn
1311,1678.0,1886.0,2974.0,4580.0,suel_desn
1312,1695.0,1894.0,2944.0,4578.0,suel_desn
1313,1698.0,1904.0,2970.0,4572.0,suel_desn
1314,1705.0,1905.0,2982.0,4582.0,suel_desn
1315,1724.0,1921.0,3026.0,4598.0,suel_desn
1316,1718.0,1930.0,3060.0,4605.0,suel_desn
1317,1704.0,1938.0,3072.0,4597.0,suel_desn
1318,1713.0,1935.0,3062.0,4576.0,suel_desn
1319,1696.0,1926.0,3008.0,4555.0,suel_desn
1320,1658.0,1831.0,2844.0,4518.0,suel_desn
1321,1690.0,1886.0,2896.0,4538.0,suel_desn
1322,1722.0,1918.0,2935.0,4555.0,suel_desn
1323,1692.0,1908.0,2967.0,4551.0,suel_desn
1324,1682.0,1906.0,3002.0,4542.0,suel_desn
1325,1681.0,1896.0,2937.0,4544.0,suel_desn
1326,1686.0,1910.0,2974.0,4557.0,suel_desn
1327,1672.0,1912.0,3024.0,4570.0,suel_desn
1328,1712.0,1905.0,3045.0,4575.0,suel_desn
1329,1708.0,1905.0,3017.0,4564.0,suel_desn
1330,1695.0,1943.0,3069.0,4553.0,suel_desn
1331,1656.0,1852.0,2867.0,4533.0,suel_desn
1332,1675.0,1891.0,2930.0,4536.0,suel_desn
1333,1696.0,1891.0,2965.0,4529.0,suel_desn
1334,1662.0,1888.0,2960.0,4519.0,suel_desn
1335,1666.0,1872.0,2964.0,4517.0,suel_desn
1336,1678.0,1864.0,2920.0,4526.0,suel_desn
1337,1670.0,1854.0,2923.0,4545.0,suel_desn
1338,1690.0,1878.0,2956.0,4557.0,suel_desn
1339,1702.0,1885.0,2971.0,4552.0,suel_desn
1340,1683.0,1910.0,3014.0,4547.0,suel_desn
1341,1638.0,1852.0,2922.0,4544.0,suel_desn
1342,1680.0,1866.0,2929.0,4525.0,suel_desn
1343,1690.0,1884.0,2938.0,4507.0,suel_desn
1344,1675.0,1884.0,2946.0,4497.0,suel_desn
1345,1709.0,1866.0,2947.0,4498.0,suel_desn
1346,1659.0,1849.0,2920.0,4512.0,suel_desn
1347,1664.0,1854.0,2924.0,4537.0,suel_desn
1348,1658.0,1880.0,2930.0,4554.0,suel_desn
1349,1678.0,1896.0,2951.0,4551.0,suel_desn
1350,1680.0,1897.0,3016.0,4547.0,suel_desn
1351,1704.0,1870.0,2939.0,4517.0,suel_desn
1352,1678.0,1866.0,2909.0,4486.0,suel_desn
1353,1674.0,1867.0,2918.0,4474.0,suel_desn
1354,1678.0,1901.0,2957.0,4483.0,suel_desn
1355,1687.0,1888.0,2958.0,4507.0,suel_desn
1356,1678.0,1864.0,2946.0,4537.0,suel_desn
1357,1680.0,1864.0,2982.0,4558.0,suel_desn
1358,1667.0,1853.0,2924.0,4558.0,suel_desn
1359,1668.0,1861.0,2906.0,4468.0,suel_desn
1360,1650.0,1852.0,2872.0,4451.0,suel_desn
1361,1650.0,1834.0,2887.0,4467.0,suel_desn
1362,1675.0,1886.0,2966.0,4500.0,suel_desn
1363,1702.0,1902.0,3012.0,4533.0,suel_desn
1364,1708.0,1914.0,3024.0,4556.0,suel_desn
1365,2376.0,2416.0,3912.0,4540.0,urbano
1366,2636.0,2992.0,3823.0,4373.0,urbano
1367,2498.0,2984.0,4040.0,4053.0,urbano
1368,2370.0,2416.0,3468.0,3855.0,urbano
1369,1634.0,2066.0,3378.0,4000.0,urbano
1370,2212.0,2394.0,3696.0,4266.0,urbano
1371,3052.0,3360.0,4081.0,4369.0,urbano
1372,1874.0,2354.0,3475.0,4312.0,urbano
1373,2500.0,2582.0,3690.0,4337.0,urbano
1374,2464.0,2910.0,3792.0,4159.0,urbano
1375,1613.0,2012.0,3711.0,3856.0,urbano
1376,2050.0,2268.0,3740.0,3692.0,urbano
1377,1680.0,1946.0,3493.0,3870.0,urbano
1378,1629.0,1858.0,3646.0,4167.0,urbano
1379,2180.0,2638.0,3622.0,4303.0,urbano
1380,2926.0,3566.0,4585.0,4182.0,urbano
1381,2622.0,2556.0,3986.0,3820.0,urbano
1382,1686.0,1997.0,3286.0,3897.0,urbano
1383,1810.0,1932.0,2993.0,4101.0,urbano
1384,2176.0,2406.0,3342.0,4131.0,urbano
1385,2020.0,2504.0,3661.0,3995.0,urbano
1386,1778.0,2042.0,3491.0,3773.0,urbano
1387,2346.0,2416.0,3631.0,3652.0,urbano
1388,1850.0,2186.0,3465.0,3773.0,urbano
1389,1892.0,2064.0,3520.0,3982.0,urbano
1390,2816.0,3210.0,4046.0,4084.0,urbano
1391,2646.0,3048.0,4030.0,4008.0,urbano
1392,2046.0,2262.0,3779.0,3761.0,urbano
1393,1642.0,2064.0,3610.0,3645.0,urbano
1394,1343.0,1692.0,3281.0,3773.0,urbano
1395,1567.0,1794.0,3330.0,3935.0,urbano
1396,1951.0,2384.0,3568.0,3985.0,urbano
1397,1937.0,2340.0,3768.0,3910.0,urbano
1398,1666.0,1998.0,3823.0,3751.0,urbano
1399,1778.0,2062.0,3798.0,3647.0,urbano
1400,1849.0,2112.0,3653.0,3706.0,urbano
1401,1853.0,2086.0,3513.0,3831.0,urbano
1402,1768.0,2182.0,3938.0,3895.0,urbano
1403,1584.0,1966.0,3896.0,3858.0,urbano
1404,1656.0,1984.0,3508.0,3731.0,urbano
1405,1886.0,2000.0,3185.0,3653.0,urbano
1406,1550.0,1949.0,3566.0,3788.0,urbano
1407,1362.0,1648.0,3373.0,3816.0,urbano
1408,1715.0,1809.0,3727.0,3886.0,urbano
1409,1802.0,2030.0,4122.0,3946.0,urbano
1410,1654.0,2032.0,4156.0,3911.0,urbano
1411,1403.0,1769.0,4353.0,3739.0,urbano
1412,1472.0,1775.0,4188.0,3610.0,urbano
1413,2068.0,2302.0,3689.0,3684.0,urbano
1414,2304.0,2598.0,3830.0,3834.0,urbano
1415,1532.0,1756.0,3819.0,3902.0,urbano
1416,2038.0,2388.0,4022.0,3891.0,urbano
1417,2360.0,2450.0,3542.0,3848.0,urbano
1418,1800.0,2006.0,2842.0,3836.0,urbano
1419,2098.0,2366.0,3282.0,3893.0,urbano
1420,1733.0,2086.0,3602.0,3937.0,urbano
1421,1698.0,1870.0,3401.0,3916.0,urbano
1422,2516.0,2350.0,3502.0,3914.0,urbano
1423,2732.0,2988.0,3998.0,3964.0,urbano
1424,2130.0,2454.0,3934.0,3955.0,urbano
1425,1978.0,1872.0,4001.0,3806.0,urbano
1426,1583.0,1986.0,3973.0,3710.0,urbano
1427,1691.0,1944.0,3624.0,3842.0,urbano
1428,2098.0,2484.0,3800.0,4032.0,urbano
1429,2014.0,2018.0,3687.0,4090.0,urbano
1430,2372.0,2932.0,3785.0,4086.0,urbano
1431,2518.0,2648.0,3601.0,4119.0,urbano
1432,2004.0,2308.0,3185.0,4135.0,urbano
1433,2382.0,2538.0,3348.0,4076.0,urbano
1434,2214.0,2722.0,3536.0,3859.0,urbano
1435,2366.0,2538.0,3884.0,3924.0,urbano
1436,1886.0,2310.0,3750.0,3951.0,urbano
1437,2052.0,2244.0,3382.0,3958.0,urbano
1438,1869.0,2272.0,3383.0,3976.0,urbano
1439,2072.0,2296.0,3663.0,3992.0,urbano
1440,2286.0,2590.0,3675.0,3998.0,urbano
1441,1572.0,1848.0,3255.0,4066.0,urbano
1442,1410.0,1735.0,3442.0,4240.0,urbano
1443,1911.0,2100.0,3634.0,4379.0,urbano
1444,2376.0,2638.0,3929.0,4364.0,urbano
1445,2354.0,2678.0,3846.0,4353.0,urbano
1446,2286.0,2478.0,3570.0,4487.0,urbano
1447,2150.0,2518.0,3323.0,4548.0,urbano
1448,2146.0,2500.0,3122.0,4337.0,urbano
1449,2021.0,2672.0,3468.0,3748.0,urbano
1450,3016.0,2842.0,3724.0,3870.0,urbano
1451,1978.0,2572.0,3810.0,3959.0,urbano
1452,1764.0,2038.0,3502.0,3986.0,urbano
1453,1700.0,1896.0,3485.0,3961.0,urbano
1454,2398.0,2468.0,3835.0,3986.0,urbano
1455,2292.0,2988.0,3668.0,4148.0,urbano
1456,1944.0,1758.0,2966.0,4365.0,urbano
1457,2110.0,2272.0,3450.0,4527.0,urbano
1458,3264.0,3364.0,4312.0,4571.0,urbano
1459,2942.0,3372.0,4171.0,4500.0,urbano
1460,2410.0,2606.0,3851.0,4519.0,urbano
1461,2210.0,2616.0,3566.0,4768.0,urbano
1462,2316.0,2400.0,3468.0,4912.0,urbano
1463,2034.0,2372.0,3140.0,4648.0,urbano
1464,1628.0,2024.0,3453.0,3746.0,urbano
1465,2288.0,2538.0,3603.0,3921.0,urbano
1466,2148.0,2616.0,3585.0,4000.0,urbano
1467,2516.0,2598.0,3460.0,3982.0,urbano
1468,2246.0,2458.0,3568.0,3910.0,urbano
1469,1836.0,2262.0,3614.0,3917.0,urbano
1470,1920.0,2252.0,3595.0,4096.0,urbano
1471,2764.0,3060.0,3934.0,4305.0,urbano
1472,3496.0,4000.0,4929.0,4385.0,urbano
1473,3632.0,3360.0,4384.0,4362.0,urbano
1474,2600.0,3192.0,4012.0,4327.0,urbano
1475,2244.0,2440.0,3435.0,4442.0,urbano
1476,1972.0,2710.0,3635.0,4787.0,urbano
1477,4748.0,4128.0,5465.0,5047.0,urbano
1478,2724.0,3144.0,3954.0,4928.0,urbano
1479,1467.0,1746.0,3680.0,4035.0,urbano
1480,2120.0,2550.0,3519.0,4059.0,urbano
1481,3076.0,3148.0,3370.0,3962.0,urbano
1482,2544.0,2632.0,3177.0,3842.0,urbano
1483,1796.0,2180.0,3338.0,3809.0,urbano
1484,1855.0,2042.0,3656.0,3928.0,urbano
1485,2614.0,3110.0,3980.0,4056.0,urbano
1486,3358.0,3454.0,4228.0,4056.0,urbano
1487,2236.0,2686.0,3767.0,4004.0,urbano
1488,2388.0,2710.0,3680.0,4022.0,urbano
1489,2250.0,2510.0,3301.0,4193.0,urbano
1490,1872.0,2206.0,3101.0,4539.0,urbano
1491,2296.0,2498.0,3430.0,4860.0,urbano
1492,2076.0,3088.0,4085.0,4956.0,urbano
1493,2552.0,2514.0,4257.0,4131.0,urbano
1494,2144.0,2408.0,3629.0,4100.0,urbano
1495,1878.0,2194.0,3097.0,3946.0,urbano
1496,2102.0,2276.0,2862.0,3782.0,urbano
1497,2252.0,2538.0,3114.0,3708.0,urbano
1498,2042.0,2208.0,3570.0,3772.0,urbano
1499,1918.0,2382.0,3883.0,3856.0,urbano
1500,2260.0,2512.0,3630.0,3841.0,urbano
1501,1906.0,2332.0,3380.0,3789.0,urbano
1502,2058.0,2222.0,3103.0,3793.0,urbano
1503,2288.0,2610.0,3172.0,3892.0,urbano
1504,2482.0,2630.0,3379.0,4099.0,urbano
1505,2120.0,2162.0,3061.0,4359.0,urbano
1506,2432.0,2886.0,3840.0,4092.0,urbano
1507,2024.0,2130.0,3282.0,3938.0,urbano
1508,2018.0,2288.0,3114.0,3783.0,urbano
1509,2204.0,2292.0,3062.0,3693.0,urbano
1510,1879.0,2032.0,3095.0,3704.0,urbano
1511,1882.0,2036.0,3791.0,3741.0,urbano
1512,2300.0,2610.0,3745.0,3729.0,urbano
1513,2114.0,2376.0,3481.0,3686.0,urbano
1514,1612.0,1908.0,2698.0,3650.0,urbano
1515,1914.0,2202.0,3006.0,3645.0,urbano
1516,2216.0,2472.0,3500.0,3698.0,urbano
1517,2038.0,2212.0,3361.0,3868.0,urbano
1518,1755.0,1932.0,3165.0,3924.0,urbano
1519,1553.0,2010.0,3600.0,3854.0,urbano
1520,1631.0,1884.0,3623.0,3793.0,urbano
1521,1782.0,2140.0,3357.0,3731.0,urbano
1522,2164.0,2236.0,3721.0,3677.0,urbano
1523,2006.0,2460.0,3697.0,3638.0,urbano
1524,2030.0,2348.0,3774.0,3603.0,urbano
1525,1843.0,2032.0,3081.0,3560.0,urbano
1526,1630.0,1860.0,3067.0,3525.0,urbano
1527,1549.0,1924.0,4181.0,3536.0,urbano
1528,1788.0,2118.0,4256.0,3833.0,urbano
1529,1814.0,2126.0,4285.0,3792.0,urbano
1530,2142.0,2476.0,3934.0,3662.0,urbano
1531,1934.0,2296.0,3477.0,3539.0,urbano
1532,1542.0,1890.0,3313.0,3514.0,urbano
1533,1676.0,2072.0,3724.0,3529.0,urbano
1534,2038.0,2336.0,3645.0,3515.0,urbano
1535,2050.0,2384.0,4956.0,4340.0,urbano
1536,2904.0,3486.0,4802.0,4396.0,urbano
1537,3038.0,3414.0,4763.0,4398.0,urbano
1538,2736.0,3288.0,4820.0,4317.0,urbano
1539,2202.0,2644.0,4831.0,4173.0,urbano
1540,2522.0,2850.0,5151.0,4219.0,urbano
1541,3004.0,3460.0,4839.0,4259.0,urbano
1542,3176.0,3470.0,4640.0,4297.0,urbano
1543,3482.0,3910.0,4694.0,4355.0,urbano
1544,3008.0,3692.0,4815.0,4368.0,urbano
1545,2350.0,2766.0,4769.0,4272.0,urbano
1546,2414.0,2736.0,4706.0,4098.0,urbano
1547,2758.0,3272.0,4560.0,3907.0,urbano
1548,2682.0,3156.0,4631.0,4176.0,urbano
1549,3054.0,3456.0,4815.0,4194.0,urbano
1550,2438.0,3010.0,5041.0,4195.0,urbano
1551,2592.0,3128.0,4946.0,4274.0,urbano
1552,2750.0,3332.0,4833.0,4320.0,urbano
1553,2360.0,2670.0,4651.0,4214.0,urbano
1554,2402.0,2750.0,4673.0,4017.0,urbano
1555,2372.0,3082.0,4444.0,3827.0,urbano
1556,2104.0,2338.0,3946.0,3726.0,urbano
1557,2212.0,2604.0,3798.0,3912.0,urbano
1558,2248.0,2704.0,4184.0,4088.0,urbano
1559,2166.0,2688.0,4645.0,4109.0,urbano
1560,1828.0,2288.0,4930.0,4094.0,urbano
