,B02,B03,B08,B11,Clase
555,1262.0,1357.0,1330.0,1077.0,agua
556,1262.0,1375.0,1323.0,1074.0,agua
557,1298.0,1351.0,1323.0,1071.0,agua
558,1276.0,1375.0,1354.0,1090.0,agua
559,1280.0,1374.0,1346.0,1088.0,agua
560,1283.0,1366.0,1342.0,1085.0,agua
561,1282.0,1358.0,1336.0,1083.0,agua
562,1260.0,1373.0,1335.0,1081.0,agua
563,1268.0,1371.0,1334.0,1080.0,agua
564,1282.0,1369.0,1340.0,1080.0,agua
565,1285.0,1374.0,1340.0,1082.0,agua
566,1286.0,1388.0,1338.0,1083.0,agua
567,1275.0,1374.0,1337.0,1079.0,agua
568,1292.0,1355.0,1337.0,1076.0,agua
569,1285.0,1359.0,1331.0,1076.0,agua
570,1261.0,1359.0,1326.0,1077.0,agua
571,1248.0,1366.0,1326.0,1075.0,agua
572,1257.0,1360.0,1324.0,1071.0,agua
573,1266.0,1380.0,1348.0,1089.0,agua
574,1292.0,1375.0,1348.0,1088.0,agua
575,1301.0,1366.0,1345.0,1086.0,agua
576,1283.0,1354.0,1336.0,1083.0,agua
577,1274.0,1382.0,1336.0,1081.0,agua
578,1282.0,1379.0,1335.0,1079.0,agua
579,1275.0,1356.0,1342.0,1079.0,agua
580,1294.0,1375.0,1340.0,1080.0,agua
581,1279.0,1370.0,1340.0,1080.0,agua
582,1253.0,1362.0,1338.0,1079.0,agua
583,1304.0,1356.0,1338.0,1077.0,agua
584,1297.0,1364.0,1332.0,1077.0,agua
585,1264.0,1367.0,1327.0,1076.0,agua
586,1261.0,1369.0,1335.0,1073.0,agua
587,1280.0,1367.0,1326.0,1071.0,agua
588,1268.0,1380.0,1346.0,1085.0,agua
589,1288.0,1382.0,1348.0,1083.0,agua
590,1298.0,1372.0,1342.0,1083.0,agua
591,1266.0,1363.0,1336.0,1082.0,agua
592,1260.0,1380.0,1336.0,1081.0,agua
593,1277.0,1378.0,1338.0,1079.0,agua
594,1282.0,1356.0,1343.0,1078.0,agua
595,1300.0,1376.0,1340.0,1078.0,agua
596,1274.0,1340.0,1341.0,1079.0,agua
597,1280.0,1360.0,1338.0,1079.0,agua
598,1294.0,1365.0,1339.0,1078.0,agua
599,1285.0,1371.0,1336.0,1077.0,agua
600,1274.0,1369.0,1328.0,1075.0,agua
601,1282.0,1368.0,1334.0,1072.0,agua
602,1278.0,1367.0,1325.0,1071.0,agua
603,1265.0,1384.0,1349.0,1080.0,agua
604,1265.0,1384.0,1349.0,1078.0,agua
605,1258.0,1372.0,1344.0,1079.0,agua
606,1262.0,1363.0,1338.0,1080.0,agua
607,1280.0,1375.0,1342.0,1080.0,agua
608,1279.0,1377.0,1343.0,1079.0,agua
609,1279.0,1366.0,1342.0,1078.0,agua
610,1299.0,1368.0,1342.0,1078.0,agua
611,1287.0,1352.0,1342.0,1078.0,agua
612,1282.0,1362.0,1339.0,1079.0,agua
613,1280.0,1372.0,1340.0,1079.0,agua
614,1276.0,1377.0,1332.0,1077.0,agua
615,1268.0,1368.0,1329.0,1074.0,agua
616,1288.0,1369.0,1333.0,1072.0,agua
617,1264.0,1367.0,1324.0,1071.0,agua
618,1290.0,1374.0,1351.0,1078.0,agua
619,1266.0,1371.0,1348.0,1077.0,agua
620,1280.0,1366.0,1349.0,1078.0,agua
621,1276.0,1362.0,1348.0,1079.0,agua
622,1256.0,1370.0,1346.0,1079.0,agua
623,1273.0,1378.0,1345.0,1079.0,agua
624,1270.0,1377.0,1344.0,1079.0,agua
625,1294.0,1372.0,1342.0,1078.0,agua
626,1287.0,1374.0,1341.0,1078.0,agua
627,1279.0,1358.0,1341.0,1079.0,agua
628,1281.0,1368.0,1337.0,1079.0,agua
629,1282.0,1373.0,1325.0,1077.0,agua
630,1276.0,1356.0,1325.0,1074.0,agua
631,1281.0,1354.0,1328.0,1072.0,agua
632,1268.0,1371.0,1326.0,1072.0,agua
633,1304.0,1360.0,1349.0,1078.0,agua
634,1297.0,1363.0,1348.0,1079.0,agua
635,1251.0,1358.0,1347.0,1079.0,agua
636,1269.0,1355.0,1340.0,1079.0,agua
637,1280.0,1367.0,1342.0,1080.0,agua
638,1275.0,1378.0,1341.0,1080.0,agua
639,1280.0,1362.0,1335.0,1079.0,agua
640,1280.0,1363.0,1335.0,1078.0,agua
641,1287.0,1364.0,1335.0,1079.0,agua
642,1257.0,1362.0,1332.0,1079.0,agua
643,1274.0,1372.0,1324.0,1076.0,agua
644,1288.0,1380.0,1328.0,1073.0,agua
645,1284.0,1374.0,1329.0,1072.0,agua
646,1286.0,1366.0,1327.0,1073.0,agua
647,1286.0,1358.0,1351.0,1081.0,agua
648,1289.0,1347.0,1350.0,1080.0,agua
649,1262.0,1360.0,1346.0,1079.0,agua
650,1286.0,1364.0,1338.0,1079.0,agua
651,1274.0,1364.0,1338.0,1079.0,agua
652,1274.0,1369.0,1337.0,1080.0,agua
653,1282.0,1371.0,1336.0,1079.0,agua
654,1291.0,1358.0,1335.0,1078.0,agua
655,1302.0,1362.0,1334.0,1079.0,agua
656,1272.0,1360.0,1332.0,1079.0,agua
657,1268.0,1361.0,1324.0,1075.0,agua
658,1268.0,1368.0,1331.0,1072.0,agua
659,1282.0,1381.0,1329.0,1072.0,agua
660,1287.0,1375.0,1346.0,1079.0,agua
661,1289.0,1362.0,1341.0,1078.0,agua
662,1280.0,1360.0,1340.0,1079.0,agua
663,1270.0,1369.0,1340.0,1079.0,agua
664,1276.0,1370.0,1338.0,1079.0,agua
665,1282.0,1363.0,1336.0,1078.0,agua
666,1275.0,1353.0,1335.0,1078.0,agua
667,1280.0,1362.0,1335.0,1079.0,agua
668,1280.0,1362.0,1330.0,1078.0,agua
669,1268.0,1361.0,1326.0,1075.0,agua
670,1262.0,1353.0,1332.0,1072.0,agua
671,1270.0,1364.0,1342.0,1077.0,agua
672,1269.0,1350.0,1340.0,1080.0,agua
673,1268.0,1358.0,1339.0,1080.0,agua
674,1282.0,1370.0,1338.0,1079.0,agua
675,1292.0,1359.0,1337.0,1078.0,agua
676,1280.0,1354.0,1336.0,1077.0,agua
677,1272.0,1363.0,1336.0,1077.0,agua
678,1282.0,1363.0,1328.0,1076.0,agua
679,1293.0,1360.0,1329.0,1075.0,agua
680,1269.0,1362.0,1340.0,1081.0,agua
681,1286.0,1369.0,1339.0,1080.0,agua
682,1289.0,1359.0,1338.0,1078.0,agua
683,1285.0,1359.0,1336.0,1076.0,agua
684,1282.0,1365.0,1338.0,1075.0,agua
685,1284.0,1368.0,1328.0,1075.0,agua
686,1794.0,2108.0,3534.0,4681.0,suel_desn
687,1881.0,2190.0,3568.0,4646.0,suel_desn
688,1816.0,2102.0,3472.0,4757.0,suel_desn
689,1827.0,2154.0,3540.0,4726.0,suel_desn
690,1778.0,2124.0,3517.0,4652.0,suel_desn
691,1785.0,2086.0,3499.0,4559.0,suel_desn
692,1828.0,2144.0,3522.0,4449.0,suel_desn
693,1810.0,2104.0,3420.0,4340.0,suel_desn
694,1835.0,2148.0,3438.0,4343.0,suel_desn
695,1786.0,2100.0,3432.0,4534.0,suel_desn
696,1766.0,2068.0,3442.0,4720.0,suel_desn
697,1780.0,2066.0,3409.0,4740.0,suel_desn
698,1864.0,2146.0,3547.0,4756.0,suel_desn
699,1832.0,2170.0,3526.0,4712.0,suel_desn
700,1762.0,2086.0,3491.0,4607.0,suel_desn
701,1758.0,2054.0,3477.0,4460.0,suel_desn
702,1799.0,2048.0,3476.0,4320.0,suel_desn
703,1692.0,1962.0,3041.0,4247.0,suel_desn
704,1646.0,1894.0,2917.0,4314.0,suel_desn
705,1787.0,2062.0,3298.0,4547.0,suel_desn
706,1824.0,2094.0,3464.0,4759.0,suel_desn
707,1846.0,2144.0,3612.0,4752.0,suel_desn
708,1858.0,2120.0,3574.0,4726.0,suel_desn
709,1830.0,2150.0,3556.0,4747.0,suel_desn
710,1844.0,2136.0,3567.0,4764.0,suel_desn
711,1800.0,2108.0,3484.0,4720.0,suel_desn
712,1824.0,2130.0,3523.0,4613.0,suel_desn
713,1804.0,2098.0,3508.0,4464.0,suel_desn
714,1661.0,1938.0,3214.0,4350.0,suel_desn
715,1594.0,1860.0,2914.0,4343.0,suel_desn
716,1679.0,1892.0,3057.0,4452.0,suel_desn
717,1790.0,2106.0,3408.0,4643.0,suel_desn
718,1827.0,2112.0,3472.0,4782.0,suel_desn
719,1738.0,2008.0,3273.0,4758.0,suel_desn
720,1784.0,2130.0,3626.0,4768.0,suel_desn
721,1780.0,2104.0,3627.0,4732.0,suel_desn
722,1822.0,2104.0,3609.0,4752.0,suel_desn
723,1854.0,2172.0,3586.0,4777.0,suel_desn
724,1822.0,2136.0,3497.0,4755.0,suel_desn
725,1844.0,2166.0,3566.0,4693.0,suel_desn
726,1857.0,2194.0,3570.0,4618.0,suel_desn
727,1693.0,1866.0,3094.0,4574.0,suel_desn
728,1677.0,1880.0,3066.0,4599.0,suel_desn
729,1773.0,2006.0,3413.0,4673.0,suel_desn
730,1867.0,2172.0,3598.0,4756.0,suel_desn
731,1852.0,2110.0,3480.0,4795.0,suel_desn
732,1762.0,2032.0,3265.0,4756.0,suel_desn
733,1788.0,2114.0,3465.0,4699.0,suel_desn
734,1836.0,2206.0,3622.0,4878.0,suel_desn
735,1822.0,2122.0,3634.0,4793.0,suel_desn
736,1786.0,2122.0,3664.0,4744.0,suel_desn
737,1798.0,2110.0,3652.0,4756.0,suel_desn
738,1794.0,2128.0,3564.0,4785.0,suel_desn
739,1786.0,2096.0,3499.0,4787.0,suel_desn
740,1826.0,2152.0,3574.0,4781.0,suel_desn
741,1811.0,2196.0,3590.0,4793.0,suel_desn
742,1854.0,2162.0,3552.0,4820.0,suel_desn
743,1858.0,2176.0,3542.0,4851.0,suel_desn
744,1792.0,2104.0,3514.0,4864.0,suel_desn
745,1826.0,2178.0,3587.0,4841.0,suel_desn
746,1822.0,2162.0,3520.0,4800.0,suel_desn
747,1831.0,2128.0,3442.0,4765.0,suel_desn
748,1838.0,2166.0,3564.0,4751.0,suel_desn
749,1938.0,2276.0,3690.0,4900.0,suel_desn
750,1846.0,2156.0,3597.0,4821.0,suel_desn
751,1791.0,2116.0,3626.0,4767.0,suel_desn
752,1786.0,2122.0,3652.0,4765.0,suel_desn
753,1792.0,2126.0,3556.0,4783.0,suel_desn
754,1826.0,2106.0,3512.0,4791.0,suel_desn
755,1814.0,2108.0,3504.0,4809.0,suel_desn
756,1752.0,2078.0,3431.0,4857.0,suel_desn
757,1867.0,2182.0,3576.0,4914.0,suel_desn
758,1968.0,2320.0,3757.0,4948.0,suel_desn
759,1846.0,2188.0,3597.0,4936.0,suel_desn
760,1817.0,2100.0,3482.0,4873.0,suel_desn
761,1827.0,2136.0,3474.0,4803.0,suel_desn
762,1744.0,1996.0,3338.0,4773.0,suel_desn
763,1738.0,2008.0,3302.0,4775.0,suel_desn
764,1844.0,2130.0,3497.0,4788.0,suel_desn
765,1878.0,2266.0,3688.0,4917.0,suel_desn
766,1840.0,2172.0,3614.0,4855.0,suel_desn
767,1791.0,2098.0,3554.0,4802.0,suel_desn
768,1777.0,2094.0,3562.0,4783.0,suel_desn
769,1790.0,2106.0,3532.0,4783.0,suel_desn
770,1831.0,2122.0,3519.0,4785.0,suel_desn
771,1809.0,2098.0,3464.0,4799.0,suel_desn
772,1791.0,2102.0,3455.0,4838.0,suel_desn
773,1904.0,2254.0,3658.0,4887.0,suel_desn
774,2011.0,2370.0,3832.0,4923.0,suel_desn
775,1960.0,2286.0,3771.0,4920.0,suel_desn
776,1879.0,2166.0,3593.0,4866.0,suel_desn
777,1844.0,2138.0,3540.0,4806.0,suel_desn
778,1758.0,2086.0,3457.0,4783.0,suel_desn
779,1799.0,2094.0,3441.0,4784.0,suel_desn
780,1845.0,2164.0,3527.0,4787.0,suel_desn
781,1886.0,2212.0,3636.0,4938.0,suel_desn
782,1836.0,2166.0,3579.0,4894.0,suel_desn
783,1814.0,2140.0,3494.0,4844.0,suel_desn
784,1836.0,2118.0,3501.0,4812.0,suel_desn
785,1804.0,2152.0,3563.0,4797.0,suel_desn
786,1804.0,2104.0,3557.0,4791.0,suel_desn
787,1778.0,2072.0,3497.0,4791.0,suel_desn
788,1778.0,2086.0,3486.0,4798.0,suel_desn
789,1880.0,2160.0,3559.0,4817.0,suel_desn
790,1928.0,2272.0,3692.0,4851.0,suel_desn
791,1956.0,2316.0,3784.0,4868.0,suel_desn
792,1880.0,2230.0,3674.0,4845.0,suel_desn
793,1834.0,2130.0,3556.0,4809.0,suel_desn
794,1792.0,2106.0,3471.0,4796.0,suel_desn
795,1844.0,2150.0,3525.0,4800.0,suel_desn
796,1847.0,2144.0,3556.0,4809.0,suel_desn
797,1886.0,2192.0,3600.0,4948.0,suel_desn
798,1830.0,2146.0,3518.0,4921.0,suel_desn
799,1845.0,2200.0,3496.0,4877.0,suel_desn
800,1850.0,2166.0,3543.0,4844.0,suel_desn
801,1778.0,2108.0,3522.0,4825.0,suel_desn
802,1778.0,2070.0,3525.0,4814.0,suel_desn
803,1791.0,2054.0,3554.0,4798.0,suel_desn
804,1798.0,2126.0,3614.0,4771.0,suel_desn
805,1836.0,2152.0,3626.0,4758.0,suel_desn
806,1831.0,2156.0,3612.0,4780.0,suel_desn
807,1854.0,2194.0,3676.0,4809.0,suel_desn
808,1857.0,2172.0,3646.0,4814.0,suel_desn
809,1886.0,2168.0,3564.0,4808.0,suel_desn
810,1847.0,2146.0,3555.0,4808.0,suel_desn
811,1839.0,2130.0,3513.0,4820.0,suel_desn
812,1824.0,2130.0,3540.0,4841.0,suel_desn
813,1868.0,2200.0,3583.0,4922.0,suel_desn
814,1862.0,2168.0,3584.0,4910.0,suel_desn
815,1860.0,2166.0,3564.0,4881.0,suel_desn
816,1835.0,2150.0,3453.0,4865.0,suel_desn
817,1819.0,2108.0,3446.0,4857.0,suel_desn
818,1832.0,2186.0,3570.0,4843.0,suel_desn
819,1807.0,2134.0,3577.0,4815.0,suel_desn
820,1806.0,2134.0,3562.0,4773.0,suel_desn
821,1812.0,2110.0,3507.0,4741.0,suel_desn
822,1768.0,2076.0,3501.0,4742.0,suel_desn
823,1802.0,2126.0,3632.0,4762.0,suel_desn
824,1838.0,2182.0,3684.0,4782.0,suel_desn
825,1826.0,2154.0,3564.0,4799.0,suel_desn
826,1852.0,2166.0,3534.0,4815.0,suel_desn
827,1854.0,2164.0,3585.0,4834.0,suel_desn
828,1822.0,2138.0,3548.0,4858.0,suel_desn
829,1868.0,2158.0,3579.0,4830.0,suel_desn
830,1889.0,2198.0,3610.0,4830.0,suel_desn
831,1882.0,2244.0,3678.0,4829.0,suel_desn
832,1854.0,2168.0,3534.0,4842.0,suel_desn
833,1871.0,2146.0,3524.0,4850.0,suel_desn
834,1950.0,2288.0,3709.0,4830.0,suel_desn
835,1889.0,2202.0,3655.0,4794.0,suel_desn
836,1772.0,2082.0,3473.0,4758.0,suel_desn
837,1748.0,2034.0,3407.0,4733.0,suel_desn
838,1764.0,2074.0,3468.0,4726.0,suel_desn
839,1816.0,2108.0,3554.0,4737.0,suel_desn
840,1848.0,2112.0,3562.0,4762.0,suel_desn
841,1790.0,2110.0,3482.0,4792.0,suel_desn
842,1774.0,2044.0,3460.0,4816.0,suel_desn
843,1820.0,2136.0,3547.0,4837.0,suel_desn
844,1772.0,2104.0,3454.0,4670.0,suel_desn
845,1858.0,2186.0,3610.0,4711.0,suel_desn
846,1892.0,2192.0,3607.0,4759.0,suel_desn
847,1886.0,2208.0,3626.0,4779.0,suel_desn
848,1983.0,2290.0,3714.0,4747.0,suel_desn
849,1925.0,2240.0,3673.0,4702.0,suel_desn
850,1778.0,2092.0,3495.0,4689.0,suel_desn
851,1842.0,2122.0,3521.0,4699.0,suel_desn
852,1832.0,2136.0,3534.0,4714.0,suel_desn
853,1774.0,2094.0,3500.0,4736.0,suel_desn
854,1791.0,2080.0,3468.0,4767.0,suel_desn
855,1772.0,2050.0,3418.0,4796.0,suel_desn
856,1764.0,2028.0,3412.0,4815.0,suel_desn
857,1799.0,2088.0,3479.0,4829.0,suel_desn
858,1700.0,1982.0,3276.0,4510.0,suel_desn
859,1858.0,2136.0,3534.0,4595.0,suel_desn
860,1856.0,2192.0,3643.0,4680.0,suel_desn
861,1834.0,2200.0,3615.0,4712.0,suel_desn
862,1871.0,2164.0,3601.0,4668.0,suel_desn
863,1742.0,2066.0,3534.0,4613.0,suel_desn
864,1726.0,2048.0,3485.0,4615.0,suel_desn
865,1858.0,2168.0,3612.0,4655.0,suel_desn
866,1782.0,2126.0,3557.0,4700.0,suel_desn
867,1738.0,2024.0,3464.0,4741.0,suel_desn
868,1744.0,2026.0,3414.0,4776.0,suel_desn
869,1857.0,2120.0,3556.0,4802.0,suel_desn
870,1826.0,2122.0,3553.0,4818.0,suel_desn
871,1713.0,2002.0,3187.0,4552.0,suel_desn
872,1814.0,2146.0,3602.0,4666.0,suel_desn
873,1794.0,2106.0,3584.0,4715.0,suel_desn
874,1796.0,2116.0,3626.0,4668.0,suel_desn
875,1673.0,1988.0,3490.0,4600.0,suel_desn
876,1714.0,1943.0,3409.0,4590.0,suel_desn
877,1790.0,2090.0,3498.0,4627.0,suel_desn
878,1778.0,2074.0,3512.0,4680.0,suel_desn
879,1742.0,2038.0,3447.0,4731.0,suel_desn
880,1807.0,2100.0,3578.0,4768.0,suel_desn
881,1857.0,2166.0,3636.0,4798.0,suel_desn
882,1791.0,2110.0,3490.0,4695.0,suel_desn
883,1790.0,2092.0,3519.0,4749.0,suel_desn
884,1820.0,2132.0,3562.0,4708.0,suel_desn
885,1726.0,2034.0,3559.0,4637.0,suel_desn
886,1684.0,1961.0,3476.0,4609.0,suel_desn
887,1758.0,2054.0,3440.0,4623.0,suel_desn
888,1766.0,2080.0,3490.0,4661.0,suel_desn
889,1742.0,2054.0,3470.0,4705.0,suel_desn
890,1808.0,2128.0,3511.0,4743.0,suel_desn
891,1734.0,2048.0,3480.0,4679.0,suel_desn
892,1756.0,2021.0,3490.0,4650.0,suel_desn
893,1760.0,2044.0,3463.0,4644.0,suel_desn
894,1762.0,2056.0,3450.0,4649.0,suel_desn
895,1658.0,1882.0,2930.0,4300.0,suel_desn
896,1662.0,1842.0,2866.0,4283.0,suel_desn
897,1628.0,1856.0,2908.0,4258.0,suel_desn
898,1664.0,1912.0,3000.0,4225.0,suel_desn
899,1651.0,1874.0,2968.0,4188.0,suel_desn
900,1640.0,1831.0,2914.0,4147.0,suel_desn
901,1603.0,1830.0,2824.0,4103.0,suel_desn
902,1588.0,1771.0,2822.0,4068.0,suel_desn
903,1650.0,1880.0,2958.0,4351.0,suel_desn
904,1607.0,1858.0,2916.0,4331.0,suel_desn
905,1648.0,1871.0,2954.0,4304.0,suel_desn
906,1638.0,1890.0,2994.0,4253.0,suel_desn
907,1611.0,1834.0,2908.0,4197.0,suel_desn
908,1623.0,1807.0,2848.0,4153.0,suel_desn
909,1626.0,1820.0,2848.0,4121.0,suel_desn
910,1624.0,1822.0,2858.0,4097.0,suel_desn
911,1600.0,1794.0,2876.0,4082.0,suel_desn
912,1597.0,1786.0,2872.0,4078.0,suel_desn
913,1692.0,1966.0,3204.0,4421.0,suel_desn
914,1634.0,1880.0,3060.0,4386.0,suel_desn
915,1655.0,1877.0,3040.0,4360.0,suel_desn
916,1693.0,1934.0,3148.0,4323.0,suel_desn
917,1629.0,1884.0,3024.0,4259.0,suel_desn
918,1588.0,1817.0,2904.0,4191.0,suel_desn
919,1566.0,1800.0,2852.0,4144.0,suel_desn
920,1574.0,1802.0,2818.0,4123.0,suel_desn
921,1614.0,1822.0,2888.0,4125.0,suel_desn
922,1614.0,1818.0,2888.0,4133.0,suel_desn
923,1596.0,1821.0,2868.0,4137.0,suel_desn
924,1611.0,1810.0,2870.0,4154.0,suel_desn
925,1730.0,1948.0,3320.0,4506.0,suel_desn
926,1700.0,1988.0,3282.0,4462.0,suel_desn
927,1664.0,1922.0,3164.0,4415.0,suel_desn
928,1695.0,1934.0,3102.0,4384.0,suel_desn
929,1698.0,1926.0,3118.0,4347.0,suel_desn
930,1646.0,1870.0,3026.0,4285.0,suel_desn
931,1614.0,1843.0,2998.0,4218.0,suel_desn
932,1594.0,1833.0,2924.0,4171.0,suel_desn
933,1576.0,1800.0,2844.0,4155.0,suel_desn
934,1602.0,1813.0,2882.0,4170.0,suel_desn
935,1626.0,1843.0,2916.0,4194.0,suel_desn
936,1614.0,1852.0,2932.0,4210.0,suel_desn
937,1608.0,1838.0,2914.0,4237.0,suel_desn
938,1608.0,1841.0,2920.0,4299.0,suel_desn
939,1772.0,2000.0,3242.0,4529.0,suel_desn
940,1785.0,2040.0,3324.0,4486.0,suel_desn
941,1750.0,2013.0,3256.0,4440.0,suel_desn
942,1676.0,1906.0,3078.0,4405.0,suel_desn
943,1648.0,1892.0,3054.0,4366.0,suel_desn
944,1648.0,1882.0,3048.0,4308.0,suel_desn
945,1684.0,1948.0,3092.0,4245.0,suel_desn
946,1634.0,1875.0,3018.0,4200.0,suel_desn
947,1614.0,1824.0,2934.0,4185.0,suel_desn
948,1630.0,1866.0,2930.0,4207.0,suel_desn
949,1658.0,1866.0,2964.0,4246.0,suel_desn
950,1684.0,1878.0,2970.0,4284.0,suel_desn
951,1674.0,1881.0,2946.0,4333.0,suel_desn
952,1689.0,1894.0,3002.0,4407.0,suel_desn
953,1758.0,2006.0,3186.0,4492.0,suel_desn
954,1744.0,2016.0,3280.0,4482.0,suel_desn
955,1724.0,1980.0,3178.0,4462.0,suel_desn
956,1674.0,1932.0,3152.0,4423.0,suel_desn
957,1652.0,1902.0,3048.0,4368.0,suel_desn
958,1644.0,1883.0,3052.0,4303.0,suel_desn
959,1698.0,1942.0,3108.0,4243.0,suel_desn
960,1623.0,1868.0,3014.0,4199.0,suel_desn
961,1637.0,1840.0,2942.0,4189.0,suel_desn
962,1653.0,1862.0,2964.0,4221.0,suel_desn
963,1654.0,1890.0,3004.0,4281.0,suel_desn
964,1684.0,1902.0,3008.0,4351.0,suel_desn
965,1706.0,1924.0,3046.0,4428.0,suel_desn
966,1708.0,1952.0,3132.0,4508.0,suel_desn
967,1720.0,1983.0,3170.0,4439.0,suel_desn
968,1722.0,1932.0,3144.0,4464.0,suel_desn
969,1738.0,1976.0,3174.0,4470.0,suel_desn
970,1750.0,2000.0,3188.0,4425.0,suel_desn
971,1693.0,1918.0,3044.0,4353.0,suel_desn
972,1714.0,1912.0,3076.0,4287.0,suel_desn
973,1670.0,1917.0,3072.0,4233.0,suel_desn
974,1653.0,1866.0,2960.0,4195.0,suel_desn
975,1636.0,1834.0,2876.0,4193.0,suel_desn
976,1637.0,1858.0,2926.0,4241.0,suel_desn
977,1672.0,1877.0,2992.0,4324.0,suel_desn
978,1664.0,1876.0,2986.0,4420.0,suel_desn
979,1718.0,1932.0,3056.0,4512.0,suel_desn
980,1688.0,1965.0,3136.0,4583.0,suel_desn
981,1652.0,1886.0,3066.0,4417.0,suel_desn
982,1686.0,1910.0,3108.0,4451.0,suel_desn
983,1766.0,2030.0,3318.0,4453.0,suel_desn
984,1780.0,2016.0,3184.0,4399.0,suel_desn
985,1713.0,1927.0,3016.0,4327.0,suel_desn
986,1688.0,1919.0,3004.0,4278.0,suel_desn
987,1691.0,1902.0,3014.0,4244.0,suel_desn
988,1654.0,1866.0,2960.0,4218.0,suel_desn
989,1618.0,1818.0,2880.0,4227.0,suel_desn
990,1637.0,1832.0,2894.0,4295.0,suel_desn
991,1664.0,1910.0,2974.0,4396.0,suel_desn
992,1691.0,1900.0,3110.0,4495.0,suel_desn
993,1691.0,1932.0,3062.0,4573.0,suel_desn
994,1724.0,1966.0,3170.0,4618.0,suel_desn
995,1701.0,1916.0,3122.0,4409.0,suel_desn
996,1697.0,1954.0,3130.0,4432.0,suel_desn
997,1764.0,2019.0,3272.0,4419.0,suel_desn
998,1728.0,1997.0,3142.0,4365.0,suel_desn
999,1676.0,1876.0,2968.0,4308.0,suel_desn
1000,1672.0,1868.0,2936.0,4282.0,suel_desn
1001,1673.0,1902.0,2982.0,4272.0,suel_desn
1002,1647.0,1874.0,3014.0,4262.0,suel_desn
1003,1614.0,1862.0,2928.0,4282.0,suel_desn
1004,1658.0,1875.0,2944.0,4361.0,suel_desn
1005,1684.0,1933.0,3046.0,4464.0,suel_desn
1006,1736.0,1954.0,3138.0,4551.0,suel_desn
1007,1751.0,1982.0,3142.0,4607.0,suel_desn
1008,1778.0,2006.0,3244.0,4628.0,suel_desn
1009,1711.0,1948.0,3152.0,4386.0,suel_desn
1010,1758.0,1980.0,3214.0,4393.0,suel_desn
1011,1770.0,1980.0,3240.0,4380.0,suel_desn
1012,1644.0,1905.0,3046.0,4343.0,suel_desn
1013,1648.0,1844.0,2954.0,4309.0,suel_desn
1014,1674.0,1926.0,2970.0,4300.0,suel_desn
1015,1647.0,1900.0,2980.0,4304.0,suel_desn
1016,1661.0,1862.0,3018.0,4309.0,suel_desn
1017,1650.0,1892.0,2996.0,4337.0,suel_desn
1018,1719.0,1937.0,3010.0,4405.0,suel_desn
1019,1730.0,1944.0,3046.0,4491.0,suel_desn
1020,1766.0,1993.0,3080.0,4564.0,suel_desn
1021,1773.0,1993.0,3132.0,4612.0,suel_desn
1022,1746.0,1980.0,3188.0,4632.0,suel_desn
1023,1684.0,1950.0,3092.0,4351.0,suel_desn
1024,1750.0,1977.0,3138.0,4347.0,suel_desn
1025,1711.0,1942.0,3126.0,4340.0,suel_desn
1026,1658.0,1892.0,2992.0,4324.0,suel_desn
1027,1658.0,1916.0,2970.0,4311.0,suel_desn
1028,1662.0,1927.0,3008.0,4314.0,suel_desn
1029,1637.0,1868.0,2954.0,4326.0,suel_desn
1030,1684.0,1889.0,3046.0,4341.0,suel_desn
1031,1732.0,1955.0,3114.0,4369.0,suel_desn
1032,1650.0,1925.0,2974.0,4420.0,suel_desn
1033,1691.0,1918.0,3048.0,4484.0,suel_desn
1034,1749.0,1960.0,3078.0,4549.0,suel_desn
1035,1736.0,1960.0,3072.0,4601.0,suel_desn
1036,1686.0,1932.0,3108.0,4631.0,suel_desn
1037,1684.0,1927.0,3046.0,4311.0,suel_desn
1038,1688.0,1912.0,3026.0,4305.0,suel_desn
1039,1668.0,1898.0,2982.0,4298.0,suel_desn
1040,1659.0,1894.0,2994.0,4299.0,suel_desn
1041,1658.0,1872.0,2972.0,4313.0,suel_desn
1042,1650.0,1896.0,3022.0,4330.0,suel_desn
1043,1713.0,1924.0,3114.0,4344.0,suel_desn
1044,1718.0,1925.0,3014.0,4364.0,suel_desn
1045,1654.0,1898.0,2976.0,4404.0,suel_desn
1046,1697.0,1902.0,3030.0,4462.0,suel_desn
1047,1722.0,1919.0,3086.0,4529.0,suel_desn
1048,1708.0,1919.0,3086.0,4588.0,suel_desn
1049,1696.0,1911.0,3008.0,4284.0,suel_desn
1050,1670.0,1893.0,2962.0,4283.0,suel_desn
1051,1624.0,1867.0,2936.0,4295.0,suel_desn
1052,1648.0,1867.0,3004.0,4318.0,suel_desn
1053,1688.0,1925.0,3098.0,4336.0,suel_desn
1054,1683.0,1910.0,3018.0,4336.0,suel_desn
1055,1696.0,1905.0,2904.0,4341.0,suel_desn
1056,1698.0,1907.0,3026.0,4375.0,suel_desn
1057,1677.0,1894.0,3024.0,4434.0,suel_desn
1058,1677.0,1902.0,3078.0,4507.0,suel_desn
1059,1684.0,1870.0,2888.0,4293.0,suel_desn
1060,1642.0,1848.0,2920.0,4318.0,suel_desn
1061,1661.0,1892.0,3050.0,4348.0,suel_desn
1062,1696.0,1910.0,3042.0,4360.0,suel_desn
1063,1658.0,1885.0,2952.0,4338.0,suel_desn
1064,1654.0,1876.0,2888.0,4321.0,suel_desn
1065,1642.0,1860.0,2928.0,4349.0,suel_desn
