Wavelength (nm),Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,Band 8,Band 9,Reflectance_spct
710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143109187483788
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143498405814171
712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143906608223915
713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144322231411934
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144716590642929
715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145074784755707
716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145453035831451
717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145857512950897
718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146270006895065
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146608591079712
720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147003158926964
721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14744146168232
722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147821545600891
723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148183435201645
724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148556768894196
725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148947596549988
726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149340853095055
727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14973771572113
728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150138020515442
729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150506243109703
730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150884732604027
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151278927922249
732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151685804128647
733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152057930827141
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15238718688488
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152738198637962
736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153095588088036
737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153461292386055
738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153837814927101
739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154187977313995
740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154556587338448
741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154931262135506
742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155260846018791
743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155619457364082
744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155996069312096
745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156358420848846
746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156720906496048
747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157081380486488
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157442554831505
749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157841950654984
750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158207088708878
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158537209033966
752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158897176384926
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159259751439095
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15961629152298
755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159968793392181
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160332411527634
757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160717159509659
758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16107864677906
759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16132290661335
760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161630630493164
761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162058621644974
762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162348225712776
763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162754774093628
764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1631980240345
765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163575023412704
766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163965061306953
767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164301201701164
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164633199572563
769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165040165185928
770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165421709418297
771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165786042809486
772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16615304350853
773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166512757539749
774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166859611868858
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167212873697281
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167530104517937
777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167877063155174
778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168249770998955
779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168626055121422
780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168979093432426
781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169325634837151
782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169687166810036
783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17007814347744
784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170449197292328
785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170786619186401
786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171122595667839
787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171465530991554
788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171841204166412
789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172245934605598
790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172584116458893
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172923266887665
792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173305660486221
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17364190518856
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173990502953529
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174334689974785
796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174658343195915
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175047010183334
798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175426557660103
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175753399729729
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176117330789566
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176474332809448
802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176817074418068
803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177173122763634
804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177540868520737
805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177902042865753
806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178246021270752
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17859111726284
808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178938299417496
809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179307416081429
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17966029047966
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180014804005623
812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180388107895851
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180751949548721
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181093022227287
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18142306804657
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181762591004372
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182165712118149
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182518005371094
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182829529047012
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183210834860802
821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183524280786514
822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183870702981949
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184309214353561
824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184621006250381
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18492029607296
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185257807374001
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185600310564041
828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185931831598282
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186258777976036
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186608716845512
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18694469332695
832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187293410301208
833,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.187655657529831
834,0.0,0.0,0.0,0.0,0.000116,0.0,0.0,0.0,0.0,0.18800587952137
835,0.0,0.0,0.0,0.0,0.000241,0.0,0.0,0.0,0.0,0.188368231058121
836,0.0,0.0,0.0,0.0,0.000423,0.0,0.0,0.0,0.0,0.188704907894135
837,0.0,0.0,0.0,0.0,0.000743,0.0,0.0,0.0,0.0,0.189008444547653
838,0.0,0.0,0.0,0.0,0.001192,0.0,0.0,0.0,0.0,0.18932481110096
839,0.0,0.0,0.0,0.0,0.00187,0.0,0.0,0.0,0.0,0.189701333642006
840,0.0,0.0,0.0,0.0,0.002944,0.0,0.0,0.0,0.0,0.190098837018013
841,0.0,0.0,0.0,0.0,0.004702,0.0,0.0,0.0,0.0,0.190415650606155
842,0.0,0.0,0.0,0.0,0.007601,0.0,0.0,0.0,0.0,0.190710067749023
843,0.0,0.0,0.0,0.0,0.01244,0.0,0.0,0.0,0.0,0.191039949655533
844,0.0,0.0,0.0,0.0,0.02072,0.0,0.0,0.0,0.0,0.191439658403397
845,0.0,0.0,0.0,0.0,0.034532,0.0,0.0,0.0,0.0,0.19179692864418
846,0.0,0.0,0.0,0.0,0.058265,0.0,0.0,0.0,0.0,0.1921246945858
847,0.0,0.0,0.0,0.0,0.100343,0.0,0.0,0.0,0.0,0.192428946495056
848,0.0,0.0,0.0,0.0,0.174619,0.0,0.0,0.0,0.0,0.192751437425613
849,0.0,0.0,0.0,0.0,0.288847,0.0,0.0,0.0,0.0,0.193071573972702
850,0.0,0.0,0.0,0.0,0.448364,0.0,0.0,0.0,0.0,0.193401321768761
851,0.0,0.0,0.0,0.0,0.63532,0.0,0.0,0.0,0.0,0.19376902282238
852,0.0,0.0,0.0,0.0,0.788733,0.0,0.0,0.0,0.0,0.194078922271729
853,0.0,0.0,0.0,0.0,0.891066,0.0,0.0,0.0,0.0,0.194354921579361
854,0.0,0.0,0.0,0.0,0.93661,0.0,0.0,0.0,0.0,0.194652527570724
855,0.0,0.0,0.0,0.0,0.969821,0.0,0.0,0.0,0.0,0.195028588175774
856,0.0,0.0,0.0,0.0,0.96646,0.0,0.0,0.0,0.0,0.195423468947411
857,0.0,0.0,0.0,0.0,0.956079,0.0,0.0,0.0,0.0,0.195764631032944
858,0.0,0.0,0.0,0.0,0.950632,0.0,0.0,0.0,0.0,0.196017801761627
859,0.0,0.0,0.0,0.0,0.940094,0.0,0.0,0.0,0.0,0.196381747722626
860,0.0,0.0,0.0,0.0,0.94845,0.0,0.0,0.0,0.0,0.196736216545105
861,0.0,0.0,0.0,0.0,0.951499,0.0,0.0,0.0,0.0,0.197017326951027
862,0.0,0.0,0.0,0.0,0.953162,0.0,0.0,0.0,0.0,0.197328925132751
863,0.0,0.0,0.0,0.0,0.947044,0.0,0.0,0.0,0.0,0.197679862380028
864,0.0,0.0,0.0,0.0,0.951209,0.0,0.0,0.0,0.0,0.198033690452576
865,0.0,0.0,0.0,0.0,0.957357,0.0,0.0,0.0,0.0,0.198350936174393
866,0.0,0.0,0.0,0.0,0.972043,0.0,0.0,0.0,0.0,0.198733747005463
867,0.0,0.0,0.0,0.0,0.975935,0.0,0.0,0.0,0.0,0.199045062065125
868,0.0,0.0,0.0,0.0,0.980733,0.0,0.0,0.0,0.0,0.199265480041504
869,0.0,0.0,0.0,0.0,0.989777,0.0,0.0,0.0,0.0,0.19962902367115
870,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.200044810771942
871,0.0,0.0,0.0,0.0,0.99612,0.0,0.0,0.0,0.0,0.200401172041893
872,0.0,0.0,0.0,0.0,0.980606,0.0,0.0,0.0,0.0,0.200627073645592
873,0.0,0.0,0.0,0.0,0.973133,0.0,0.0,0.0,0.0,0.20095357298851
874,0.0,0.0,0.0,0.0,0.986833,0.0,0.0,0.0,0.0,0.201326370239258
875,0.0,0.0,0.0,0.0,0.960215,0.0,0.0,0.0,0.0,0.201687812805176
876,0.0,0.0,0.0,0.0,0.890315,0.0,0.0,0.0,0.0,0.202019244432449
877,0.0,0.0,0.0,0.0,0.745037,0.0,0.0,0.0,0.0,0.202337101101875
878,0.0,0.0,0.0,0.0,0.582623,0.0,0.0,0.0,0.0,0.202669024467468
879,0.0,0.0,0.0,0.0,0.403526,0.0,0.0,0.0,0.0,0.203048765659332
880,0.0,0.0,0.0,0.0,0.249733,0.0,0.0,0.0,0.0,0.203390210866928
881,0.0,0.0,0.0,0.0,0.145365,0.0,0.0,0.0,0.0,0.203697428107262
882,0.0,0.0,0.0,0.0,0.084363,0.0,0.0,0.0,0.0,0.204017966985703
883,0.0,0.0,0.0,0.0,0.048191,0.0,0.0,0.0,0.0,0.204377979040146
884,0.0,0.0,0.0,0.0,0.028332,0.0,0.0,0.0,0.0,0.204693123698235
885,0.0,0.0,0.0,0.0,0.017346,0.0,0.0,0.0,0.0,0.205028086900711
886,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.205431580543518
887,0.0,0.0,0.0,0.0,0.007059,0.0,0.0,0.0,0.0,0.205805361270905
888,0.0,0.0,0.0,0.0,0.004744,0.0,0.0,0.0,0.0,0.206130757927895
889,0.0,0.0,0.0,0.0,0.00316,0.0,0.0,0.0,0.0,0.20641927421093
890,0.0,0.0,0.0,0.0,0.002107,0.0,0.0,0.0,0.0,0.206751316785812
891,0.0,0.0,0.0,0.0,0.001445,0.0,0.0,0.0,0.0,0.207051202654839
892,0.0,0.0,0.0,0.0,0.000986,0.0,0.0,0.0,0.0,0.207379043102264
893,0.0,0.0,0.0,0.0,0.000719,0.0,0.0,0.0,0.0,0.207787051796913
894,0.0,0.0,0.0,0.0,0.000495,0.0,0.0,0.0,0.0,0.208153635263443
895,0.0,0.0,0.0,0.0,0.000314,0.0,0.0,0.0,0.0,0.208482652902603
896,0.0,0.0,0.0,0.0,0.000239,0.0,0.0,0.0,0.0,0.208773151040077
897,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.208990216255188
898,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.209254637360573
899,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.209578141570091
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209879860281944
901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210260644555092
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210654333233833
903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21101938188076
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211340799927711
905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211626052856445
906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211925312876701
907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212320566177368
908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212576895952225
909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212962791323662
910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21335481107235
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213601186871529
912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213775455951691
913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214018046855927
914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214383259415627
915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214784756302834
916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215047389268875
917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215338185429573
918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215759843587875
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216041266918182
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216387137770653
921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216783463954926
922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217062041163445
923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391654849052
924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217661648988724
925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217915788292885
926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218423128128052
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218646168708801
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218710795044899
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218934386968613
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218996688723564
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219115436077118
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219279736280441
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219275310635567
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219581738114357
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219869554042816
936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199517339468
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220536127686501
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2210633456707
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22154276072979
940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221498504281044
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221901252865791
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222363948822021
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222693145275116
944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22286668419838
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223121359944344
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223500490188599
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22395296394825
948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224143385887146
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224441587924957
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224818915128708
951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225049018859863
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225227043032646
953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225490614771843
954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225842177867889
955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226311445236206
956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226815819740295
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226999253034592
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227177992463112
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227327764034271
960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227894797921181
961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228448241949081
962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228312611579895
963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228905588388443
964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22937785089016
965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229467824101448
966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229737356305122
967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230357214808464
968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230778247117996
969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23085743188858
970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231151148676872
971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231464326381683
972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231851890683174
973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232337802648544
974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232292518019676
975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232600167393684
976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232958376407623
977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233107358217239
978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233407944440842
979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233771145343781
980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234217643737793
981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234359160065651
982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23474408686161
983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234979793429375
984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234940975904465
985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235198751091957
986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235431805253029
987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235861361026764
988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236244946718216
989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236623361706734
990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236836597323418
991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237146213650703
992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237419843673706
993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237608253955841
994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238024532794952
995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238395169377327
996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23804347217083
997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2385213971138
998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238622039556503
999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238524541258812
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238575950264931
1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238634705543518
1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238709434866905
1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23908257484436
1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239386931061745
1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239529505372047
1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239265143871307
1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239276841282845
1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239318534731865
1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239538222551346
1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239759132266045
