Wavelength (nm),Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,Band 8,Band 9,Reflectance_spct
643,0.0,0.0,0.0,0.609359,0.0,0.0,0.0,0.902017,0.0,0.117403037846088
644,0.0,0.0,0.0,0.848855,0.0,0.0,0.0,0.894758,0.0,0.117761716246605
645,0.0,0.0,0.0,0.949928,0.0,0.0,0.0,0.888663,0.0,0.118126347661018
646,0.0,0.0,0.0,0.966928,0.0,0.0,0.0,0.885593,0.0,0.118520982563496
647,0.0,0.0,0.0,0.96718,0.0,0.0,0.0,0.879249,0.0,0.118903018534184
648,0.0,0.0,0.0,0.970778,0.0,0.0,0.0,0.864423,0.0,0.119271546602249
649,0.0,0.0,0.0,0.962154,0.0,0.0,0.0,0.855102,0.0,0.119648098945618
650,0.0,0.0,0.0,0.964002,0.0,0.0,0.0,0.860265,0.0,0.120040379464626
651,0.0,0.0,0.0,0.980678,0.0,0.0,0.0,0.863494,0.0,0.120432808995247
652,0.0,0.0,0.0,0.992142,0.0,0.0,0.0,0.861508,0.0,0.120806626975536
653,0.0,0.0,0.0,0.996804,0.0,0.0,0.0,0.859876,0.0,0.121147498488426
654,0.0,0.0,0.0,0.98108,0.0,0.0,0.0,0.85913,0.0,0.121504031121731
655,0.0,0.0,0.0,0.97298,0.0,0.0,0.0,0.857317,0.0,0.121894344687462
656,0.0,0.0,0.0,0.97696,0.0,0.0,0.0,0.852788,0.0,0.122267588973045
657,0.0,0.0,0.0,0.981568,0.0,0.0,0.0,0.850183,0.0,0.122659295797348
658,0.0,0.0,0.0,0.984615,0.0,0.0,0.0,0.852785,0.0,0.123051695525646
659,0.0,0.0,0.0,0.992388,0.0,0.0,0.0,0.855993,0.0,0.12341170758009
660,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.860609,0.0,0.123763635754585
661,0.0,0.0,0.0,0.981688,0.0,0.0,0.0,0.862834,0.0,0.124124877154827
662,0.0,0.0,0.0,0.956628,0.0,0.0,0.0,0.858455,0.0,0.124505370855331
663,0.0,0.0,0.0,0.953337,0.0,0.0,0.0,0.855759,0.0,0.124880358576775
